filename,age,gender,accent,mfcc_num_path,mfcc_spec_path,mel_num_path,mel_spec_path,mfcc_eq_path,mel_eq_path
cv-valid-dev/sample-002671.mp3,5,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-002671.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002671.png,..\dataset\mel_num\cv-valid-dev_sample-002671.npy,..\dataset\mel_spec\cv-valid-dev_sample-002671.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002671_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002671_eq.npy
cv-valid-dev/sample-002672.mp3,4,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-002672.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002672.png,..\dataset\mel_num\cv-valid-dev_sample-002672.npy,..\dataset\mel_spec\cv-valid-dev_sample-002672.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002672_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002672_eq.npy
cv-valid-dev/sample-002673.mp3,6,0,3,..\dataset\mfcc_num\cv-valid-dev_sample-002673.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002673.png,..\dataset\mel_num\cv-valid-dev_sample-002673.npy,..\dataset\mel_spec\cv-valid-dev_sample-002673.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002673_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002673_eq.npy
cv-valid-dev/sample-002676.mp3,3,1,1,..\dataset\mfcc_num\cv-valid-dev_sample-002676.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002676.png,..\dataset\mel_num\cv-valid-dev_sample-002676.npy,..\dataset\mel_spec\cv-valid-dev_sample-002676.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002676_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002676_eq.npy
cv-valid-dev/sample-002677.mp3,1,0,4,..\dataset\mfcc_num\cv-valid-dev_sample-002677.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002677.png,..\dataset\mel_num\cv-valid-dev_sample-002677.npy,..\dataset\mel_spec\cv-valid-dev_sample-002677.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002677_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002677_eq.npy
cv-valid-dev/sample-002678.mp3,1,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-002678.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002678.png,..\dataset\mel_num\cv-valid-dev_sample-002678.npy,..\dataset\mel_spec\cv-valid-dev_sample-002678.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002678_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002678_eq.npy
cv-valid-dev/sample-002680.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002680.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002680.png,..\dataset\mel_num\cv-valid-dev_sample-002680.npy,..\dataset\mel_spec\cv-valid-dev_sample-002680.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002680_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002680_eq.npy
cv-valid-dev/sample-002683.mp3,5,0,1,..\dataset\mfcc_num\cv-valid-dev_sample-002683.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002683.png,..\dataset\mel_num\cv-valid-dev_sample-002683.npy,..\dataset\mel_spec\cv-valid-dev_sample-002683.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002683_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002683_eq.npy
cv-valid-dev/sample-002686.mp3,4,0,4,..\dataset\mfcc_num\cv-valid-dev_sample-002686.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002686.png,..\dataset\mel_num\cv-valid-dev_sample-002686.npy,..\dataset\mel_spec\cv-valid-dev_sample-002686.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002686_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002686_eq.npy
cv-valid-dev/sample-002688.mp3,1,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-002688.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002688.png,..\dataset\mel_num\cv-valid-dev_sample-002688.npy,..\dataset\mel_spec\cv-valid-dev_sample-002688.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002688_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002688_eq.npy
cv-valid-dev/sample-002689.mp3,3,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-002689.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002689.png,..\dataset\mel_num\cv-valid-dev_sample-002689.npy,..\dataset\mel_spec\cv-valid-dev_sample-002689.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002689_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002689_eq.npy
cv-valid-dev/sample-002690.mp3,1,0,0,..\dataset\mfcc_num\cv-valid-dev_sample-002690.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002690.png,..\dataset\mel_num\cv-valid-dev_sample-002690.npy,..\dataset\mel_spec\cv-valid-dev_sample-002690.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002690_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002690_eq.npy
cv-valid-dev/sample-002691.mp3,2,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002691.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002691.png,..\dataset\mel_num\cv-valid-dev_sample-002691.npy,..\dataset\mel_spec\cv-valid-dev_sample-002691.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002691_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002691_eq.npy
cv-valid-dev/sample-002693.mp3,4,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-002693.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002693.png,..\dataset\mel_num\cv-valid-dev_sample-002693.npy,..\dataset\mel_spec\cv-valid-dev_sample-002693.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002693_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002693_eq.npy
cv-valid-dev/sample-002694.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002694.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002694.png,..\dataset\mel_num\cv-valid-dev_sample-002694.npy,..\dataset\mel_spec\cv-valid-dev_sample-002694.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002694_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002694_eq.npy
cv-valid-dev/sample-002696.mp3,2,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-002696.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002696.png,..\dataset\mel_num\cv-valid-dev_sample-002696.npy,..\dataset\mel_spec\cv-valid-dev_sample-002696.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002696_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002696_eq.npy
cv-valid-dev/sample-002705.mp3,2,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-002705.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002705.png,..\dataset\mel_num\cv-valid-dev_sample-002705.npy,..\dataset\mel_spec\cv-valid-dev_sample-002705.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002705_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002705_eq.npy
cv-valid-dev/sample-002715.mp3,6,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-002715.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002715.png,..\dataset\mel_num\cv-valid-dev_sample-002715.npy,..\dataset\mel_spec\cv-valid-dev_sample-002715.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002715_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002715_eq.npy
cv-valid-dev/sample-002725.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002725.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002725.png,..\dataset\mel_num\cv-valid-dev_sample-002725.npy,..\dataset\mel_spec\cv-valid-dev_sample-002725.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002725_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002725_eq.npy
cv-valid-dev/sample-002737.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002737.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002737.png,..\dataset\mel_num\cv-valid-dev_sample-002737.npy,..\dataset\mel_spec\cv-valid-dev_sample-002737.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002737_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002737_eq.npy
cv-valid-dev/sample-002745.mp3,1,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-002745.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002745.png,..\dataset\mel_num\cv-valid-dev_sample-002745.npy,..\dataset\mel_spec\cv-valid-dev_sample-002745.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002745_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002745_eq.npy
cv-valid-dev/sample-002749.mp3,1,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-002749.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002749.png,..\dataset\mel_num\cv-valid-dev_sample-002749.npy,..\dataset\mel_spec\cv-valid-dev_sample-002749.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002749_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002749_eq.npy
cv-valid-dev/sample-002750.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002750.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002750.png,..\dataset\mel_num\cv-valid-dev_sample-002750.npy,..\dataset\mel_spec\cv-valid-dev_sample-002750.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002750_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002750_eq.npy
cv-valid-dev/sample-002758.mp3,6,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-002758.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002758.png,..\dataset\mel_num\cv-valid-dev_sample-002758.npy,..\dataset\mel_spec\cv-valid-dev_sample-002758.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002758_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002758_eq.npy
cv-valid-dev/sample-002760.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002760.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002760.png,..\dataset\mel_num\cv-valid-dev_sample-002760.npy,..\dataset\mel_spec\cv-valid-dev_sample-002760.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002760_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002760_eq.npy
cv-valid-dev/sample-002763.mp3,6,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-002763.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002763.png,..\dataset\mel_num\cv-valid-dev_sample-002763.npy,..\dataset\mel_spec\cv-valid-dev_sample-002763.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002763_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002763_eq.npy
cv-valid-dev/sample-002765.mp3,6,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-002765.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002765.png,..\dataset\mel_num\cv-valid-dev_sample-002765.npy,..\dataset\mel_spec\cv-valid-dev_sample-002765.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002765_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002765_eq.npy
cv-valid-dev/sample-002767.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002767.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002767.png,..\dataset\mel_num\cv-valid-dev_sample-002767.npy,..\dataset\mel_spec\cv-valid-dev_sample-002767.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002767_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002767_eq.npy
cv-valid-dev/sample-002769.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002769.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002769.png,..\dataset\mel_num\cv-valid-dev_sample-002769.npy,..\dataset\mel_spec\cv-valid-dev_sample-002769.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002769_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002769_eq.npy
cv-valid-dev/sample-002770.mp3,4,1,3,..\dataset\mfcc_num\cv-valid-dev_sample-002770.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002770.png,..\dataset\mel_num\cv-valid-dev_sample-002770.npy,..\dataset\mel_spec\cv-valid-dev_sample-002770.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002770_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002770_eq.npy
cv-valid-dev/sample-002771.mp3,7,1,10,..\dataset\mfcc_num\cv-valid-dev_sample-002771.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002771.png,..\dataset\mel_num\cv-valid-dev_sample-002771.npy,..\dataset\mel_spec\cv-valid-dev_sample-002771.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002771_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002771_eq.npy
cv-valid-dev/sample-002778.mp3,6,0,7,..\dataset\mfcc_num\cv-valid-dev_sample-002778.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002778.png,..\dataset\mel_num\cv-valid-dev_sample-002778.npy,..\dataset\mel_spec\cv-valid-dev_sample-002778.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002778_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002778_eq.npy
cv-valid-dev/sample-002779.mp3,7,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-002779.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002779.png,..\dataset\mel_num\cv-valid-dev_sample-002779.npy,..\dataset\mel_spec\cv-valid-dev_sample-002779.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002779_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002779_eq.npy
cv-valid-dev/sample-002780.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002780.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002780.png,..\dataset\mel_num\cv-valid-dev_sample-002780.npy,..\dataset\mel_spec\cv-valid-dev_sample-002780.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002780_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002780_eq.npy
cv-valid-dev/sample-002788.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002788.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002788.png,..\dataset\mel_num\cv-valid-dev_sample-002788.npy,..\dataset\mel_spec\cv-valid-dev_sample-002788.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002788_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002788_eq.npy
cv-valid-dev/sample-002789.mp3,6,1,9,..\dataset\mfcc_num\cv-valid-dev_sample-002789.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002789.png,..\dataset\mel_num\cv-valid-dev_sample-002789.npy,..\dataset\mel_spec\cv-valid-dev_sample-002789.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002789_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002789_eq.npy
cv-valid-dev/sample-002796.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002796.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002796.png,..\dataset\mel_num\cv-valid-dev_sample-002796.npy,..\dataset\mel_spec\cv-valid-dev_sample-002796.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002796_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002796_eq.npy
cv-valid-dev/sample-002798.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002798.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002798.png,..\dataset\mel_num\cv-valid-dev_sample-002798.npy,..\dataset\mel_spec\cv-valid-dev_sample-002798.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002798_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002798_eq.npy
cv-valid-dev/sample-002799.mp3,3,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-002799.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002799.png,..\dataset\mel_num\cv-valid-dev_sample-002799.npy,..\dataset\mel_spec\cv-valid-dev_sample-002799.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002799_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002799_eq.npy
cv-valid-dev/sample-002804.mp3,7,1,6,..\dataset\mfcc_num\cv-valid-dev_sample-002804.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002804.png,..\dataset\mel_num\cv-valid-dev_sample-002804.npy,..\dataset\mel_spec\cv-valid-dev_sample-002804.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002804_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002804_eq.npy
cv-valid-dev/sample-002806.mp3,7,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-002806.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002806.png,..\dataset\mel_num\cv-valid-dev_sample-002806.npy,..\dataset\mel_spec\cv-valid-dev_sample-002806.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002806_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002806_eq.npy
cv-valid-dev/sample-002807.mp3,6,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-002807.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002807.png,..\dataset\mel_num\cv-valid-dev_sample-002807.npy,..\dataset\mel_spec\cv-valid-dev_sample-002807.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002807_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002807_eq.npy
cv-valid-dev/sample-002810.mp3,4,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-002810.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002810.png,..\dataset\mel_num\cv-valid-dev_sample-002810.npy,..\dataset\mel_spec\cv-valid-dev_sample-002810.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002810_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002810_eq.npy
cv-valid-dev/sample-002811.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002811.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002811.png,..\dataset\mel_num\cv-valid-dev_sample-002811.npy,..\dataset\mel_spec\cv-valid-dev_sample-002811.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002811_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002811_eq.npy
cv-valid-dev/sample-002812.mp3,4,0,0,..\dataset\mfcc_num\cv-valid-dev_sample-002812.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002812.png,..\dataset\mel_num\cv-valid-dev_sample-002812.npy,..\dataset\mel_spec\cv-valid-dev_sample-002812.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002812_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002812_eq.npy
cv-valid-dev/sample-002813.mp3,6,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-002813.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002813.png,..\dataset\mel_num\cv-valid-dev_sample-002813.npy,..\dataset\mel_spec\cv-valid-dev_sample-002813.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002813_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002813_eq.npy
cv-valid-dev/sample-002814.mp3,6,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-002814.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002814.png,..\dataset\mel_num\cv-valid-dev_sample-002814.npy,..\dataset\mel_spec\cv-valid-dev_sample-002814.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002814_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002814_eq.npy
cv-valid-dev/sample-002817.mp3,5,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-002817.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002817.png,..\dataset\mel_num\cv-valid-dev_sample-002817.npy,..\dataset\mel_spec\cv-valid-dev_sample-002817.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002817_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002817_eq.npy
cv-valid-dev/sample-002819.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002819.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002819.png,..\dataset\mel_num\cv-valid-dev_sample-002819.npy,..\dataset\mel_spec\cv-valid-dev_sample-002819.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002819_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002819_eq.npy
cv-valid-dev/sample-002820.mp3,7,0,1,..\dataset\mfcc_num\cv-valid-dev_sample-002820.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002820.png,..\dataset\mel_num\cv-valid-dev_sample-002820.npy,..\dataset\mel_spec\cv-valid-dev_sample-002820.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002820_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002820_eq.npy
cv-valid-dev/sample-002823.mp3,7,1,6,..\dataset\mfcc_num\cv-valid-dev_sample-002823.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002823.png,..\dataset\mel_num\cv-valid-dev_sample-002823.npy,..\dataset\mel_spec\cv-valid-dev_sample-002823.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002823_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002823_eq.npy
cv-valid-dev/sample-002830.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002830.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002830.png,..\dataset\mel_num\cv-valid-dev_sample-002830.npy,..\dataset\mel_spec\cv-valid-dev_sample-002830.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002830_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002830_eq.npy
cv-valid-dev/sample-002832.mp3,6,0,3,..\dataset\mfcc_num\cv-valid-dev_sample-002832.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002832.png,..\dataset\mel_num\cv-valid-dev_sample-002832.npy,..\dataset\mel_spec\cv-valid-dev_sample-002832.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002832_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002832_eq.npy
cv-valid-dev/sample-002836.mp3,7,1,6,..\dataset\mfcc_num\cv-valid-dev_sample-002836.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002836.png,..\dataset\mel_num\cv-valid-dev_sample-002836.npy,..\dataset\mel_spec\cv-valid-dev_sample-002836.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002836_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002836_eq.npy
cv-valid-dev/sample-002838.mp3,2,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002838.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002838.png,..\dataset\mel_num\cv-valid-dev_sample-002838.npy,..\dataset\mel_spec\cv-valid-dev_sample-002838.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002838_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002838_eq.npy
cv-valid-dev/sample-002841.mp3,7,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-002841.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002841.png,..\dataset\mel_num\cv-valid-dev_sample-002841.npy,..\dataset\mel_spec\cv-valid-dev_sample-002841.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002841_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002841_eq.npy
cv-valid-dev/sample-002842.mp3,7,1,6,..\dataset\mfcc_num\cv-valid-dev_sample-002842.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002842.png,..\dataset\mel_num\cv-valid-dev_sample-002842.npy,..\dataset\mel_spec\cv-valid-dev_sample-002842.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002842_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002842_eq.npy
cv-valid-dev/sample-002843.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002843.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002843.png,..\dataset\mel_num\cv-valid-dev_sample-002843.npy,..\dataset\mel_spec\cv-valid-dev_sample-002843.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002843_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002843_eq.npy
cv-valid-dev/sample-002845.mp3,5,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002845.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002845.png,..\dataset\mel_num\cv-valid-dev_sample-002845.npy,..\dataset\mel_spec\cv-valid-dev_sample-002845.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002845_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002845_eq.npy
cv-valid-dev/sample-002846.mp3,6,1,9,..\dataset\mfcc_num\cv-valid-dev_sample-002846.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002846.png,..\dataset\mel_num\cv-valid-dev_sample-002846.npy,..\dataset\mel_spec\cv-valid-dev_sample-002846.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002846_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002846_eq.npy
cv-valid-dev/sample-002854.mp3,3,1,1,..\dataset\mfcc_num\cv-valid-dev_sample-002854.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002854.png,..\dataset\mel_num\cv-valid-dev_sample-002854.npy,..\dataset\mel_spec\cv-valid-dev_sample-002854.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002854_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002854_eq.npy
cv-valid-dev/sample-002858.mp3,6,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-002858.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002858.png,..\dataset\mel_num\cv-valid-dev_sample-002858.npy,..\dataset\mel_spec\cv-valid-dev_sample-002858.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002858_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002858_eq.npy
cv-valid-dev/sample-002865.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002865.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002865.png,..\dataset\mel_num\cv-valid-dev_sample-002865.npy,..\dataset\mel_spec\cv-valid-dev_sample-002865.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002865_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002865_eq.npy
cv-valid-dev/sample-002869.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-002869.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-002869.png,..\dataset\mel_num\cv-valid-dev_sample-002869.npy,..\dataset\mel_spec\cv-valid-dev_sample-002869.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-002869_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-002869_eq.npy
