filename,age,gender,accent,mfcc_num_path,mfcc_spec_path,mel_num_path,mel_spec_path,mfcc_eq_path,mel_eq_path
cv-valid-dev/sample-001068.mp3,7,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-001068.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001068.png,..\dataset\mel_num\cv-valid-dev_sample-001068.npy,..\dataset\mel_spec\cv-valid-dev_sample-001068.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001068_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001068_eq.npy
cv-valid-dev/sample-001071.mp3,4,1,9,..\dataset\mfcc_num\cv-valid-dev_sample-001071.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001071.png,..\dataset\mel_num\cv-valid-dev_sample-001071.npy,..\dataset\mel_spec\cv-valid-dev_sample-001071.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001071_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001071_eq.npy
cv-valid-dev/sample-001077.mp3,6,1,3,..\dataset\mfcc_num\cv-valid-dev_sample-001077.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001077.png,..\dataset\mel_num\cv-valid-dev_sample-001077.npy,..\dataset\mel_spec\cv-valid-dev_sample-001077.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001077_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001077_eq.npy
cv-valid-dev/sample-001080.mp3,3,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-001080.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001080.png,..\dataset\mel_num\cv-valid-dev_sample-001080.npy,..\dataset\mel_spec\cv-valid-dev_sample-001080.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001080_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001080_eq.npy
cv-valid-dev/sample-001084.mp3,2,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001084.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001084.png,..\dataset\mel_num\cv-valid-dev_sample-001084.npy,..\dataset\mel_spec\cv-valid-dev_sample-001084.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001084_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001084_eq.npy
cv-valid-dev/sample-001085.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001085.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001085.png,..\dataset\mel_num\cv-valid-dev_sample-001085.npy,..\dataset\mel_spec\cv-valid-dev_sample-001085.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001085_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001085_eq.npy
cv-valid-dev/sample-001088.mp3,3,1,3,..\dataset\mfcc_num\cv-valid-dev_sample-001088.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001088.png,..\dataset\mel_num\cv-valid-dev_sample-001088.npy,..\dataset\mel_spec\cv-valid-dev_sample-001088.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001088_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001088_eq.npy
cv-valid-dev/sample-001093.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001093.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001093.png,..\dataset\mel_num\cv-valid-dev_sample-001093.npy,..\dataset\mel_spec\cv-valid-dev_sample-001093.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001093_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001093_eq.npy
cv-valid-dev/sample-001098.mp3,6,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-001098.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001098.png,..\dataset\mel_num\cv-valid-dev_sample-001098.npy,..\dataset\mel_spec\cv-valid-dev_sample-001098.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001098_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001098_eq.npy
cv-valid-dev/sample-001100.mp3,4,1,6,..\dataset\mfcc_num\cv-valid-dev_sample-001100.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001100.png,..\dataset\mel_num\cv-valid-dev_sample-001100.npy,..\dataset\mel_spec\cv-valid-dev_sample-001100.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001100_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001100_eq.npy
cv-valid-dev/sample-001109.mp3,1,0,6,..\dataset\mfcc_num\cv-valid-dev_sample-001109.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001109.png,..\dataset\mel_num\cv-valid-dev_sample-001109.npy,..\dataset\mel_spec\cv-valid-dev_sample-001109.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001109_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001109_eq.npy
cv-valid-dev/sample-001111.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001111.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001111.png,..\dataset\mel_num\cv-valid-dev_sample-001111.npy,..\dataset\mel_spec\cv-valid-dev_sample-001111.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001111_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001111_eq.npy
cv-valid-dev/sample-001116.mp3,5,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-001116.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001116.png,..\dataset\mel_num\cv-valid-dev_sample-001116.npy,..\dataset\mel_spec\cv-valid-dev_sample-001116.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001116_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001116_eq.npy
cv-valid-dev/sample-001117.mp3,4,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001117.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001117.png,..\dataset\mel_num\cv-valid-dev_sample-001117.npy,..\dataset\mel_spec\cv-valid-dev_sample-001117.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001117_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001117_eq.npy
cv-valid-dev/sample-001120.mp3,3,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001120.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001120.png,..\dataset\mel_num\cv-valid-dev_sample-001120.npy,..\dataset\mel_spec\cv-valid-dev_sample-001120.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001120_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001120_eq.npy
cv-valid-dev/sample-001122.mp3,7,1,6,..\dataset\mfcc_num\cv-valid-dev_sample-001122.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001122.png,..\dataset\mel_num\cv-valid-dev_sample-001122.npy,..\dataset\mel_spec\cv-valid-dev_sample-001122.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001122_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001122_eq.npy
cv-valid-dev/sample-001126.mp3,2,1,1,..\dataset\mfcc_num\cv-valid-dev_sample-001126.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001126.png,..\dataset\mel_num\cv-valid-dev_sample-001126.npy,..\dataset\mel_spec\cv-valid-dev_sample-001126.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001126_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001126_eq.npy
cv-valid-dev/sample-001134.mp3,6,0,1,..\dataset\mfcc_num\cv-valid-dev_sample-001134.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001134.png,..\dataset\mel_num\cv-valid-dev_sample-001134.npy,..\dataset\mel_spec\cv-valid-dev_sample-001134.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001134_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001134_eq.npy
cv-valid-dev/sample-001135.mp3,6,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-001135.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001135.png,..\dataset\mel_num\cv-valid-dev_sample-001135.npy,..\dataset\mel_spec\cv-valid-dev_sample-001135.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001135_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001135_eq.npy
cv-valid-dev/sample-001137.mp3,4,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-001137.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001137.png,..\dataset\mel_num\cv-valid-dev_sample-001137.npy,..\dataset\mel_spec\cv-valid-dev_sample-001137.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001137_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001137_eq.npy
cv-valid-dev/sample-001140.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001140.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001140.png,..\dataset\mel_num\cv-valid-dev_sample-001140.npy,..\dataset\mel_spec\cv-valid-dev_sample-001140.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001140_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001140_eq.npy
cv-valid-dev/sample-001142.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001142.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001142.png,..\dataset\mel_num\cv-valid-dev_sample-001142.npy,..\dataset\mel_spec\cv-valid-dev_sample-001142.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001142_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001142_eq.npy
cv-valid-dev/sample-001150.mp3,6,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-001150.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001150.png,..\dataset\mel_num\cv-valid-dev_sample-001150.npy,..\dataset\mel_spec\cv-valid-dev_sample-001150.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001150_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001150_eq.npy
cv-valid-dev/sample-001159.mp3,7,1,1,..\dataset\mfcc_num\cv-valid-dev_sample-001159.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001159.png,..\dataset\mel_num\cv-valid-dev_sample-001159.npy,..\dataset\mel_spec\cv-valid-dev_sample-001159.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001159_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001159_eq.npy
cv-valid-dev/sample-001166.mp3,7,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-001166.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001166.png,..\dataset\mel_num\cv-valid-dev_sample-001166.npy,..\dataset\mel_spec\cv-valid-dev_sample-001166.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001166_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001166_eq.npy
cv-valid-dev/sample-001167.mp3,1,1,1,..\dataset\mfcc_num\cv-valid-dev_sample-001167.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001167.png,..\dataset\mel_num\cv-valid-dev_sample-001167.npy,..\dataset\mel_spec\cv-valid-dev_sample-001167.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001167_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001167_eq.npy
cv-valid-dev/sample-001178.mp3,3,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001178.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001178.png,..\dataset\mel_num\cv-valid-dev_sample-001178.npy,..\dataset\mel_spec\cv-valid-dev_sample-001178.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001178_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001178_eq.npy
cv-valid-dev/sample-001182.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001182.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001182.png,..\dataset\mel_num\cv-valid-dev_sample-001182.npy,..\dataset\mel_spec\cv-valid-dev_sample-001182.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001182_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001182_eq.npy
cv-valid-dev/sample-001185.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001185.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001185.png,..\dataset\mel_num\cv-valid-dev_sample-001185.npy,..\dataset\mel_spec\cv-valid-dev_sample-001185.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001185_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001185_eq.npy
cv-valid-dev/sample-001186.mp3,5,1,1,..\dataset\mfcc_num\cv-valid-dev_sample-001186.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001186.png,..\dataset\mel_num\cv-valid-dev_sample-001186.npy,..\dataset\mel_spec\cv-valid-dev_sample-001186.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001186_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001186_eq.npy
cv-valid-dev/sample-001188.mp3,4,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001188.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001188.png,..\dataset\mel_num\cv-valid-dev_sample-001188.npy,..\dataset\mel_spec\cv-valid-dev_sample-001188.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001188_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001188_eq.npy
cv-valid-dev/sample-001191.mp3,7,1,6,..\dataset\mfcc_num\cv-valid-dev_sample-001191.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001191.png,..\dataset\mel_num\cv-valid-dev_sample-001191.npy,..\dataset\mel_spec\cv-valid-dev_sample-001191.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001191_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001191_eq.npy
cv-valid-dev/sample-001192.mp3,3,1,1,..\dataset\mfcc_num\cv-valid-dev_sample-001192.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001192.png,..\dataset\mel_num\cv-valid-dev_sample-001192.npy,..\dataset\mel_spec\cv-valid-dev_sample-001192.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001192_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001192_eq.npy
cv-valid-dev/sample-001200.mp3,6,1,1,..\dataset\mfcc_num\cv-valid-dev_sample-001200.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001200.png,..\dataset\mel_num\cv-valid-dev_sample-001200.npy,..\dataset\mel_spec\cv-valid-dev_sample-001200.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001200_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001200_eq.npy
cv-valid-dev/sample-001203.mp3,6,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-001203.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001203.png,..\dataset\mel_num\cv-valid-dev_sample-001203.npy,..\dataset\mel_spec\cv-valid-dev_sample-001203.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001203_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001203_eq.npy
cv-valid-dev/sample-001204.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001204.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001204.png,..\dataset\mel_num\cv-valid-dev_sample-001204.npy,..\dataset\mel_spec\cv-valid-dev_sample-001204.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001204_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001204_eq.npy
cv-valid-dev/sample-001206.mp3,1,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-001206.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001206.png,..\dataset\mel_num\cv-valid-dev_sample-001206.npy,..\dataset\mel_spec\cv-valid-dev_sample-001206.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001206_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001206_eq.npy
cv-valid-dev/sample-001213.mp3,5,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001213.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001213.png,..\dataset\mel_num\cv-valid-dev_sample-001213.npy,..\dataset\mel_spec\cv-valid-dev_sample-001213.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001213_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001213_eq.npy
cv-valid-dev/sample-001214.mp3,2,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001214.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001214.png,..\dataset\mel_num\cv-valid-dev_sample-001214.npy,..\dataset\mel_spec\cv-valid-dev_sample-001214.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001214_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001214_eq.npy
cv-valid-dev/sample-001215.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001215.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001215.png,..\dataset\mel_num\cv-valid-dev_sample-001215.npy,..\dataset\mel_spec\cv-valid-dev_sample-001215.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001215_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001215_eq.npy
cv-valid-dev/sample-001218.mp3,1,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001218.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001218.png,..\dataset\mel_num\cv-valid-dev_sample-001218.npy,..\dataset\mel_spec\cv-valid-dev_sample-001218.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001218_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001218_eq.npy
cv-valid-dev/sample-001219.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001219.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001219.png,..\dataset\mel_num\cv-valid-dev_sample-001219.npy,..\dataset\mel_spec\cv-valid-dev_sample-001219.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001219_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001219_eq.npy
cv-valid-dev/sample-001221.mp3,7,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-001221.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001221.png,..\dataset\mel_num\cv-valid-dev_sample-001221.npy,..\dataset\mel_spec\cv-valid-dev_sample-001221.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001221_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001221_eq.npy
cv-valid-dev/sample-001222.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001222.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001222.png,..\dataset\mel_num\cv-valid-dev_sample-001222.npy,..\dataset\mel_spec\cv-valid-dev_sample-001222.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001222_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001222_eq.npy
cv-valid-dev/sample-001225.mp3,6,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-001225.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001225.png,..\dataset\mel_num\cv-valid-dev_sample-001225.npy,..\dataset\mel_spec\cv-valid-dev_sample-001225.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001225_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001225_eq.npy
cv-valid-dev/sample-001227.mp3,5,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001227.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001227.png,..\dataset\mel_num\cv-valid-dev_sample-001227.npy,..\dataset\mel_spec\cv-valid-dev_sample-001227.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001227_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001227_eq.npy
cv-valid-dev/sample-001231.mp3,1,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001231.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001231.png,..\dataset\mel_num\cv-valid-dev_sample-001231.npy,..\dataset\mel_spec\cv-valid-dev_sample-001231.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001231_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001231_eq.npy
cv-valid-dev/sample-001238.mp3,7,1,0,..\dataset\mfcc_num\cv-valid-dev_sample-001238.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001238.png,..\dataset\mel_num\cv-valid-dev_sample-001238.npy,..\dataset\mel_spec\cv-valid-dev_sample-001238.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001238_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001238_eq.npy
cv-valid-dev/sample-001246.mp3,2,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-001246.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001246.png,..\dataset\mel_num\cv-valid-dev_sample-001246.npy,..\dataset\mel_spec\cv-valid-dev_sample-001246.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001246_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001246_eq.npy
cv-valid-dev/sample-001249.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001249.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001249.png,..\dataset\mel_num\cv-valid-dev_sample-001249.npy,..\dataset\mel_spec\cv-valid-dev_sample-001249.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001249_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001249_eq.npy
cv-valid-dev/sample-001251.mp3,1,0,6,..\dataset\mfcc_num\cv-valid-dev_sample-001251.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001251.png,..\dataset\mel_num\cv-valid-dev_sample-001251.npy,..\dataset\mel_spec\cv-valid-dev_sample-001251.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001251_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001251_eq.npy
cv-valid-dev/sample-001258.mp3,7,1,6,..\dataset\mfcc_num\cv-valid-dev_sample-001258.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001258.png,..\dataset\mel_num\cv-valid-dev_sample-001258.npy,..\dataset\mel_spec\cv-valid-dev_sample-001258.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001258_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001258_eq.npy
cv-valid-dev/sample-001263.mp3,4,0,4,..\dataset\mfcc_num\cv-valid-dev_sample-001263.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001263.png,..\dataset\mel_num\cv-valid-dev_sample-001263.npy,..\dataset\mel_spec\cv-valid-dev_sample-001263.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001263_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001263_eq.npy
cv-valid-dev/sample-001272.mp3,2,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-001272.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001272.png,..\dataset\mel_num\cv-valid-dev_sample-001272.npy,..\dataset\mel_spec\cv-valid-dev_sample-001272.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001272_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001272_eq.npy
cv-valid-dev/sample-001273.mp3,6,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-001273.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001273.png,..\dataset\mel_num\cv-valid-dev_sample-001273.npy,..\dataset\mel_spec\cv-valid-dev_sample-001273.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001273_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001273_eq.npy
cv-valid-dev/sample-001274.mp3,4,1,9,..\dataset\mfcc_num\cv-valid-dev_sample-001274.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001274.png,..\dataset\mel_num\cv-valid-dev_sample-001274.npy,..\dataset\mel_spec\cv-valid-dev_sample-001274.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001274_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001274_eq.npy
cv-valid-dev/sample-001275.mp3,2,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001275.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001275.png,..\dataset\mel_num\cv-valid-dev_sample-001275.npy,..\dataset\mel_spec\cv-valid-dev_sample-001275.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001275_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001275_eq.npy
cv-valid-dev/sample-001279.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001279.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001279.png,..\dataset\mel_num\cv-valid-dev_sample-001279.npy,..\dataset\mel_spec\cv-valid-dev_sample-001279.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001279_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001279_eq.npy
cv-valid-dev/sample-001280.mp3,2,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001280.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001280.png,..\dataset\mel_num\cv-valid-dev_sample-001280.npy,..\dataset\mel_spec\cv-valid-dev_sample-001280.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001280_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001280_eq.npy
cv-valid-dev/sample-001282.mp3,2,0,3,..\dataset\mfcc_num\cv-valid-dev_sample-001282.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001282.png,..\dataset\mel_num\cv-valid-dev_sample-001282.npy,..\dataset\mel_spec\cv-valid-dev_sample-001282.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001282_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001282_eq.npy
cv-valid-dev/sample-001293.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001293.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001293.png,..\dataset\mel_num\cv-valid-dev_sample-001293.npy,..\dataset\mel_spec\cv-valid-dev_sample-001293.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001293_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001293_eq.npy
cv-valid-dev/sample-001296.mp3,4,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001296.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001296.png,..\dataset\mel_num\cv-valid-dev_sample-001296.npy,..\dataset\mel_spec\cv-valid-dev_sample-001296.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001296_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001296_eq.npy
cv-valid-dev/sample-001301.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001301.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001301.png,..\dataset\mel_num\cv-valid-dev_sample-001301.npy,..\dataset\mel_spec\cv-valid-dev_sample-001301.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001301_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001301_eq.npy
cv-valid-dev/sample-001302.mp3,5,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-001302.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-001302.png,..\dataset\mel_num\cv-valid-dev_sample-001302.npy,..\dataset\mel_spec\cv-valid-dev_sample-001302.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-001302_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-001302_eq.npy
